Topic,StratificationCategory1,LocationDesc,Education,Income,Gender,Percent of adults aged 18 years and older who have an overweight classification,Percent of adults aged 18 years and older who have obesity,Percent of adults who engage in any sort of exercise (75-300 minutes or strength training) weekly.,Percent of adults who engage in no leisure-time physical activity,Percent of adults who report consuming fruit less than one time daily,Percent of adults who report consuming vegetables less than one time daily
Physical Activity - Behavior,Income,Maine,,"$15,000 - $24,999",,,,30.20833333,30.36666667,,
Physical Activity - Behavior,Income,Maine,,"$25,000 - $34,999",,,,32.55,24.58333333,,
Physical Activity - Behavior,Income,Maine,,"$35,000 - $49,999",,,,33.675,22.1,,
Physical Activity - Behavior,Income,Maine,,"$50,000 - $74,999",,,,37.18333333,17.85,,
Physical Activity - Behavior,Income,Maine,,"$75,000 or greater",,,,41.55,11.26666667,,
Physical Activity - Behavior,Income,Maine,,"Less than $15,000",,,,28.875,34.28333333,,
Physical Activity - Behavior,Race/Ethnicity,Maine,,,,,,35.66538462,22.892,,
Physical Activity - Behavior,Total,Maine,,,,,,34.65833333,22.05,,
Physical Activity - Behavior,Education,Maryland,College graduate,,,,,38.275,13.91666667,,
Physical Activity - Behavior,Education,Maryland,High school graduate,,,,,30.45833333,30.05,,
Physical Activity - Behavior,Education,Maryland,Less than high school,,,,,22.5,42.2,,
Physical Activity - Behavior,Education,Maryland,Some college or technical school,,,,,33.75833333,22.25,,
Physical Activity - Behavior,Age (years),Maryland,,,,,,33.49166667,23.46388889,,
Physical Activity - Behavior,Gender,Maryland,,,Female,,,29.89166667,26.11666667,,
Physical Activity - Behavior,Gender,Maryland,,,Male,,,36.69166667,21.33333333,,
Physical Activity - Behavior,Income,Maryland,,"$15,000 - $24,999",,,,27.75833333,36.2,,
Physical Activity - Behavior,Income,Maryland,,"$25,000 - $34,999",,,,28.7,30.41666667,,
Physical Activity - Behavior,Income,Maryland,,"$35,000 - $49,999",,,,31.46666667,26.75,,
Physical Activity - Behavior,Income,Maryland,,"$50,000 - $74,999",,,,32.18333333,22.76666667,,
Physical Activity - Behavior,Income,Maryland,,"$75,000 or greater",,,,38.375,14.56666667,,
Physical Activity - Behavior,Income,Maryland,,"Less than $15,000",,,,25.83333333,38.76666667,,
Physical Activity - Behavior,Race/Ethnicity,Maryland,,,,,,33.72375,23.79512195,,
Physical Activity - Behavior,Total,Maryland,,,,,,33.13333333,23.86666667,,
Physical Activity - Behavior,Education,Massachusetts,College graduate,,,,,41.40833333,12.3,,
Physical Activity - Behavior,Education,Massachusetts,High school graduate,,,,,30.99166667,29.35,,
Physical Activity - Behavior,Education,Massachusetts,Less than high school,,,,,26.05,40.25,,
Physical Activity - Behavior,Education,Massachusetts,Some college or technical school,,,,,36.49166667,21.05,,
Physical Activity - Behavior,Age (years),Massachusetts,,,,,,36.01666667,21.70833333,,
Physical Activity - Behavior,Gender,Massachusetts,,,Female,,,33.5,23.61666667,,
Physical Activity - Behavior,Gender,Massachusetts,,,Male,,,38.15833333,20.68333333,,
Physical Activity - Behavior,Income,Massachusetts,,"$15,000 - $24,999",,,,30.14166667,33.33333333,,
Physical Activity - Behavior,Income,Massachusetts,,"$25,000 - $34,999",,,,30.725,29.58333333,,
Physical Activity - Behavior,Income,Massachusetts,,"$35,000 - $49,999",,,,35.03333333,23.28333333,,
Physical Activity - Behavior,Income,Massachusetts,,"$50,000 - $74,999",,,,35.9,19.51666667,,
Physical Activity - Behavior,Income,Massachusetts,,"$75,000 or greater",,,,41.275,12.33333333,,
Physical Activity - Behavior,Income,Massachusetts,,"Less than $15,000",,,,27.31666667,35.33333333,,
Physical Activity - Behavior,Race/Ethnicity,Massachusetts,,,,,,33.18026316,27.21794872,,
Physical Activity - Behavior,Total,Massachusetts,,,,,,35.725,22.23333333,,
Physical Activity - Behavior,Education,Michigan,College graduate,,,,,39.375,13.48333333,,
Physical Activity - Behavior,Education,Michigan,High school graduate,,,,,30.68333333,30,,
Physical Activity - Behavior,Education,Michigan,Less than high school,,,,,27.825,39.48333333,,
Physical Activity - Behavior,Education,Michigan,Some college or technical school,,,,,34.49166667,21.73333333,,
Physical Activity - Behavior,Age (years),Michigan,,,,,,34.09861111,23.71944444,,
Physical Activity - Behavior,Gender,Michigan,,,Female,,,31.55833333,25.86666667,,
Physical Activity - Behavior,Gender,Michigan,,,Male,,,36.075,22.78333333,,
Physical Activity - Behavior,Income,Michigan,,"$15,000 - $24,999",,,,30.65,32.56666667,,
Physical Activity - Behavior,Income,Michigan,,"$25,000 - $34,999",,,,30.94166667,29.66666667,,
Physical Activity - Behavior,Income,Michigan,,"$35,000 - $49,999",,,,32.95833333,23.83333333,,
Physical Activity - Behavior,Income,Michigan,,"$50,000 - $74,999",,,,35.16666667,20.05,,
Physical Activity - Behavior,Income,Michigan,,"$75,000 or greater",,,,38.38333333,14.16666667,,
Physical Activity - Behavior,Income,Michigan,,"Less than $15,000",,,,29.1,35.81666667,,
Physical Activity - Behavior,Race/Ethnicity,Michigan,,,,,,34.36447368,26.26578947,,
Physical Activity - Behavior,Total,Michigan,,,,,,33.76666667,24.36666667,,
Physical Activity - Behavior,Education,Minnesota,College graduate,,,,,40.94166667,10.86666667,,
Physical Activity - Behavior,Education,Minnesota,High school graduate,,,,,30.23333333,27.25,,
Physical Activity - Behavior,Education,Minnesota,Less than high school,,,,,27.25833333,37.9,,
Physical Activity - Behavior,Education,Minnesota,Some college or technical school,,,,,34.525,19.1,,
Physical Activity - Behavior,Age (years),Minnesota,,,,,,34.94166667,20.05833333,,
Physical Activity - Behavior,Gender,Minnesota,,,Female,,,33.54166667,20.8,,
Physical Activity - Behavior,Gender,Minnesota,,,Male,,,35.89166667,20.13333333,,
Physical Activity - Behavior,Income,Minnesota,,"$15,000 - $24,999",,,,30.85,29.68333333,,
Physical Activity - Behavior,Income,Minnesota,,"$25,000 - $34,999",,,,31.225,27.21666667,,
Physical Activity - Behavior,Income,Minnesota,,"$35,000 - $49,999",,,,32.43333333,22.48333333,,
Physical Activity - Behavior,Income,Minnesota,,"$50,000 - $74,999",,,,35.46666667,17.56666667,,
Physical Activity - Behavior,Income,Minnesota,,"$75,000 or greater",,,,39.58333333,11.73333333,,
Physical Activity - Behavior,Income,Minnesota,,"Less than $15,000",,,,30.68333333,31.7,,
Physical Activity - Behavior,Race/Ethnicity,Minnesota,,,,,,33.82460526,24.46,,
Physical Activity - Behavior,Total,Minnesota,,,,,,34.68333333,20.5,,
Physical Activity - Behavior,Education,Mississippi,College graduate,,,,,32.11666667,19.96666667,,
Physical Activity - Behavior,Education,Mississippi,High school graduate,,,,,22.9,37.93333333,,
Physical Activity - Behavior,Education,Mississippi,Less than high school,,,,,17.43333333,49.38333333,,
Physical Activity - Behavior,Education,Mississippi,Some college or technical school,,,,,27.86666667,29.01666667,,
Physical Activity - Behavior,Age (years),Mississippi,,,,,,25.59722222,33.44444444,,
Physical Activity - Behavior,Gender,Mississippi,,,Female,,,21.61666667,37.36666667,,
Physical Activity - Behavior,Gender,Mississippi,,,Male,,,29.13333333,30.2,,
Physical Activity - Behavior,Income,Mississippi,,"$15,000 - $24,999",,,,23.375,38.83333333,,
Physical Activity - Behavior,Income,Mississippi,,"$25,000 - $34,999",,,,25,35.2,,
Physical Activity - Behavior,Income,Mississippi,,"$35,000 - $49,999",,,,27.35,29.75,,
Physical Activity - Behavior,Income,Mississippi,,"$50,000 - $74,999",,,,29.775,24.5,,
Physical Activity - Behavior,Income,Mississippi,,"$75,000 or greater",,,,31.75833333,20.86666667,,
Physical Activity - Behavior,Income,Mississippi,,"Less than $15,000",,,,18.175,46.75,,
Physical Activity - Behavior,Race/Ethnicity,Mississippi,,,,,,26.08125,34.45294118,,
Physical Activity - Behavior,Total,Mississippi,,,,,,25.18333333,33.93333333,,
Physical Activity - Behavior,Education,Missouri,College graduate,,,,,38.21666667,14.51666667,,
Physical Activity - Behavior,Education,Missouri,High school graduate,,,,,27.95833333,32.28333333,,
Physical Activity - Behavior,Education,Missouri,Less than high school,,,,,25.19166667,41.45,,
Physical Activity - Behavior,Education,Missouri,Some college or technical school,,,,,31.80833333,23.46666667,,
Physical Activity - Behavior,Age (years),Missouri,,,,,,31.56111111,25.73888889,,
Physical Activity - Behavior,Gender,Missouri,,,Female,,,30.00833333,27.45,,
Physical Activity - Behavior,Gender,Missouri,,,Male,,,32.625,25.23333333,,
Physical Activity - Behavior,Income,Missouri,,"$15,000 - $24,999",,,,28.44166667,35.1,,
Physical Activity - Behavior,Income,Missouri,,"$25,000 - $34,999",,,,30.00833333,28.96666667,,
Physical Activity - Behavior,Income,Missouri,,"$35,000 - $49,999",,,,29.3,27.53333333,,
Physical Activity - Behavior,Income,Missouri,,"$50,000 - $74,999",,,,32.83333333,21.86666667,,
Physical Activity - Behavior,Income,Missouri,,"$75,000 or greater",,,,37.29166667,15.71666667,,
Physical Activity - Behavior,Income,Missouri,,"Less than $15,000",,,,25.5,37.7,,
Physical Activity - Behavior,Race/Ethnicity,Missouri,,,,,,29.86332418,29.15,,
Physical Activity - Behavior,Total,Missouri,,,,,,31.28333333,26.38333333,,
Physical Activity - Behavior,Education,Montana,College graduate,,,,,45.175,11.5,,
Physical Activity - Behavior,Education,Montana,High school graduate,,,,,33.325,27.36666667,,
Physical Activity - Behavior,Education,Montana,Less than high school,,,,,28.38333333,35.51666667,,
Physical Activity - Behavior,Education,Montana,Some college or technical school,,,,,37.75,20.43333333,,
Physical Activity - Behavior,Age (years),Montana,,,,,,37.90416667,20.72222222,,
Physical Activity - Behavior,Gender,Montana,,,Female,,,36.16666667,21.26666667,,
Physical Activity - Behavior,Gender,Montana,,,Male,,,38.95,21.83333333,,
Physical Activity - Behavior,Income,Montana,,"$15,000 - $24,999",,,,33.875,26.3,,
Physical Activity - Behavior,Income,Montana,,"$25,000 - $34,999",,,,34.85833333,24.43333333,,
Physical Activity - Behavior,Income,Montana,,"$35,000 - $49,999",,,,37.28333333,21.28333333,,
Physical Activity - Behavior,Income,Montana,,"$50,000 - $74,999",,,,39.525,17.43333333,,
Physical Activity - Behavior,Income,Montana,,"$75,000 or greater",,,,44.94166667,13.35,,
Physical Activity - Behavior,Income,Montana,,"Less than $15,000",,,,32.14166667,31.4,,
Physical Activity - Behavior,Race/Ethnicity,Montana,,,,,,38.19423077,23.95,,
Physical Activity - Behavior,Total,Montana,,,,,,37.55833333,21.56666667,,
Physical Activity - Behavior,Education,Nebraska,College graduate,,,,,37.925,13.23333333,,
Physical Activity - Behavior,Education,Nebraska,High school graduate,,,,,28.45,30.23333333,,
Physical Activity - Behavior,Education,Nebraska,Less than high school,,,,,24.08333333,39.41666667,,
Physical Activity - Behavior,Education,Nebraska,Some college or technical school,,,,,33.24166667,21.46666667,,
Physical Activity - Behavior,Age (years),Nebraska,,,,,,32.44722222,23.14444444,,
Physical Activity - Behavior,Gender,Nebraska,,,Female,,,31.48333333,23.7,,
Physical Activity - Behavior,Gender,Nebraska,,,Male,,,32.95833333,23.51666667,,
Physical Activity - Behavior,Income,Nebraska,,"$15,000 - $24,999",,,,27.99166667,32.85,,
Physical Activity - Behavior,Income,Nebraska,,"$25,000 - $34,999",,,,29.15,28.48333333,,
Physical Activity - Behavior,Income,Nebraska,,"$35,000 - $49,999",,,,31.19166667,24.61666667,,
Physical Activity - Behavior,Income,Nebraska,,"$50,000 - $74,999",,,,32.24166667,20.66666667,,
Physical Activity - Behavior,Income,Nebraska,,"$75,000 or greater",,,,38.575,13.25,,
Physical Activity - Behavior,Income,Nebraska,,"Less than $15,000",,,,26.425,33.58333333,,
Physical Activity - Behavior,Race/Ethnicity,Nebraska,,,,,,31.88026316,26.47894737,,
Physical Activity - Behavior,Total,Nebraska,,,,,,32.20833333,23.6,,
Physical Activity - Behavior,Education,Nevada,College graduate,,,,,42.575,14.55,,
Physical Activity - Behavior,Education,Nevada,High school graduate,,,,,34.31666667,27.45,,
Physical Activity - Behavior,Education,Nevada,Less than high school,,,,,27.31666667,32.75,,
Physical Activity - Behavior,Education,Nevada,Some college or technical school,,,,,37.86666667,20.76666667,,
Physical Activity - Behavior,Age (years),Nevada,,,,,,36.31805556,23.15,,
Physical Activity - Behavior,Gender,Nevada,,,Female,,,32.025,26.33333333,,
Physical Activity - Behavior,Gender,Nevada,,,Male,,,39.91666667,20.68333333,,
Physical Activity - Behavior,Income,Nevada,,"$15,000 - $24,999",,,,31.78333333,30.1,,
Physical Activity - Behavior,Income,Nevada,,"$25,000 - $34,999",,,,32.83333333,26.85,,
Physical Activity - Behavior,Income,Nevada,,"$35,000 - $49,999",,,,35.925,24.2,,
Physical Activity - Behavior,Income,Nevada,,"$50,000 - $74,999",,,,40.80833333,18.86666667,,
Physical Activity - Behavior,Income,Nevada,,"$75,000 or greater",,,,43.375,13.3,,
Physical Activity - Behavior,Income,Nevada,,"Less than $15,000",,,,28.225,33.86666667,,
Physical Activity - Behavior,Race/Ethnicity,Nevada,,,,,,34.21994485,24.90540541,,
Physical Activity - Behavior,Total,Nevada,,,,,,35.99166667,23.53333333,,
Physical Activity - Behavior,Education,New Hampshire,College graduate,,,,,42.89166667,11.43333333,,
Physical Activity - Behavior,Education,New Hampshire,High school graduate,,,,,32.25833333,27.11666667,,
Physical Activity - Behavior,Education,New Hampshire,Less than high school,,,,,26.49166667,38.53333333,,
Physical Activity - Behavior,Education,New Hampshire,Some college or technical school,,,,,36.70833333,19.88333333,,
Physical Activity - Behavior,Age (years),New Hampshire,,,,,,37.0125,20.23888889,,
Physical Activity - Behavior,Gender,New Hampshire,,,Female,,,35.51666667,21.6,,
Physical Activity - Behavior,Gender,New Hampshire,,,Male,,,37.6,20.41666667,,
Physical Activity - Behavior,Income,New Hampshire,,"$15,000 - $24,999",,,,28.28333333,32.75,,
Physical Activity - Behavior,Income,New Hampshire,,"$25,000 - $34,999",,,,30.75833333,27.56666667,,
Physical Activity - Behavior,Income,New Hampshire,,"$35,000 - $49,999",,,,35.775,22.4,,
Physical Activity - Behavior,Income,New Hampshire,,"$50,000 - $74,999",,,,37.03333333,19.5,,
Physical Activity - Behavior,Income,New Hampshire,,"$75,000 or greater",,,,41.89166667,12.4,,
Physical Activity - Behavior,Income,New Hampshire,,"Less than $15,000",,,,28.025,35.25,,
Physical Activity - Behavior,Race/Ethnicity,New Hampshire,,,,,,35.99337121,21.9962963,,
Physical Activity - Behavior,Total,New Hampshire,,,,,,36.51666667,21.01666667,,
Physical Activity - Behavior,Education,New Jersey,College graduate,,,,,38.65833333,16.45,,
Physical Activity - Behavior,Education,New Jersey,High school graduate,,,,,30.85833333,32.58333333,,
Physical Activity - Behavior,Education,New Jersey,Less than high school,,,,,25.21666667,43.36666667,,
Physical Activity - Behavior,Education,New Jersey,Some college or technical school,,,,,35.81666667,23.9,,
Physical Activity - Behavior,Age (years),New Jersey,,,,,,34.55555556,25.77222222,,
Physical Activity - Behavior,Gender,New Jersey,,,Female,,,30.86666667,28.98333333,,
Physical Activity - Behavior,Gender,New Jersey,,,Male,,,37.36666667,23.61666667,,
Physical Activity - Behavior,Income,New Jersey,,"$15,000 - $24,999",,,,27.725,36.91666667,,
Physical Activity - Behavior,Income,New Jersey,,"$25,000 - $34,999",,,,30.30833333,34.31666667,,
Physical Activity - Behavior,Income,New Jersey,,"$35,000 - $49,999",,,,33.95,28.95,,
Physical Activity - Behavior,Income,New Jersey,,"$50,000 - $74,999",,,,34.06666667,24.45,,
Physical Activity - Behavior,Income,New Jersey,,"$75,000 or greater",,,,38.75833333,16.41666667,,
Physical Activity - Behavior,Income,New Jersey,,"Less than $15,000",,,,26.66666667,41,,
Physical Activity - Behavior,Race/Ethnicity,New Jersey,,,,,,31.68421053,30.10769231,,
Physical Activity - Behavior,Total,New Jersey,,,,,,33.99166667,26.4,,
Physical Activity - Behavior,Education,New Mexico,College graduate,,,,,45.025,12.23333333,,
Physical Activity - Behavior,Education,New Mexico,High school graduate,,,,,32.86666667,27.36666667,,
Physical Activity - Behavior,Education,New Mexico,Less than high school,,,,,25.65,36.38333333,,
Physical Activity - Behavior,Education,New Mexico,Some college or technical school,,,,,37.925,19.66666667,,
Physical Activity - Behavior,Age (years),New Mexico,,,,,,36.35416667,22.55555556,,
Physical Activity - Behavior,Gender,New Mexico,,,Female,,,33.73333333,24.86666667,,
Physical Activity - Behavior,Gender,New Mexico,,,Male,,,38.65,20.9,,
Physical Activity - Behavior,Income,New Mexico,,"$15,000 - $24,999",,,,31.95833333,28.46666667,,
Physical Activity - Behavior,Income,New Mexico,,"$25,000 - $34,999",,,,34.2,25.21666667,,
Physical Activity - Behavior,Income,New Mexico,,"$35,000 - $49,999",,,,36.45,21.58333333,,
Physical Activity - Behavior,Income,New Mexico,,"$50,000 - $74,999",,,,40.36666667,15.45,,
Physical Activity - Behavior,Income,New Mexico,,"$75,000 or greater",,,,43.26666667,12.25,,
Physical Activity - Behavior,Income,New Mexico,,"Less than $15,000",,,,30.03333333,32.43333333,,
Physical Activity - Behavior,Race/Ethnicity,New Mexico,,,,,,40.16980994,21.24736842,,
Physical Activity - Behavior,Total,New Mexico,,,,,,36.13333333,22.93333333,,
Physical Activity - Behavior,Education,New York,College graduate,,,,,38.00833333,15.45,,
Physical Activity - Behavior,Education,New York,High school graduate,,,,,29.05,31.75,,
Physical Activity - Behavior,Education,New York,Less than high school,,,,,22.48333333,44.18333333,,
Physical Activity - Behavior,Education,New York,Some college or technical school,,,,,34.03333333,24.11666667,,
Physical Activity - Behavior,Age (years),New York,,,,,,32.63194444,26.08055556,,
Physical Activity - Behavior,Gender,New York,,,Female,,,29.375,28.56666667,,
Physical Activity - Behavior,Gender,New York,,,Male,,,35.34166667,24.33333333,,
Physical Activity - Behavior,Income,New York,,"$15,000 - $24,999",,,,27.35,36.11666667,,
Physical Activity - Behavior,Income,New York,,"$25,000 - $34,999",,,,29.56666667,30.78333333,,
Physical Activity - Behavior,Income,New York,,"$35,000 - $49,999",,,,31.925,27.46666667,,
Physical Activity - Behavior,Income,New York,,"$50,000 - $74,999",,,,34.225,22.46666667,,
Physical Activity - Behavior,Income,New York,,"$75,000 or greater",,,,38.10833333,15.85,,
Physical Activity - Behavior,Income,New York,,"Less than $15,000",,,,25.86666667,38.23333333,,
Physical Activity - Behavior,Race/Ethnicity,New York,,,,,,31.425,27.96764706,,
Physical Activity - Behavior,Total,New York,,,,,,32.23333333,26.53333333,,
Physical Activity - Behavior,Education,North Carolina,College graduate,,,,,38.99166667,12.26666667,,
Physical Activity - Behavior,Education,North Carolina,High school graduate,,,,,27.18333333,31.41666667,,
Physical Activity - Behavior,Education,North Carolina,Less than high school,,,,,21.66666667,40.25,,
Physical Activity - Behavior,Education,North Carolina,Some college or technical school,,,,,32.10833333,22.25,,
Physical Activity - Behavior,Age (years),North Carolina,,,,,,31.13888889,24.59722222,,
Physical Activity - Behavior,Gender,North Carolina,,,Female,,,27.90833333,26.83333333,,
Physical Activity - Behavior,Gender,North Carolina,,,Male,,,34,23.3,,
Physical Activity - Behavior,Income,North Carolina,,"$15,000 - $24,999",,,,27.15,32.65,,
Physical Activity - Behavior,Income,North Carolina,,"$25,000 - $34,999",,,,29.05833333,28.38333333,,
Physical Activity - Behavior,Income,North Carolina,,"$35,000 - $49,999",,,,31.43333333,24.11666667,,
Physical Activity - Behavior,Income,North Carolina,,"$50,000 - $74,999",,,,32,19.56666667,,
Physical Activity - Behavior,Income,North Carolina,,"$75,000 or greater",,,,39.09166667,12.48333333,,
Physical Activity - Behavior,Income,North Carolina,,"Less than $15,000",,,,23.19166667,36.61666667,,
Physical Activity - Behavior,Race/Ethnicity,North Carolina,,,,,,31.12894737,25.56923077,,
Physical Activity - Behavior,Total,North Carolina,,,,,,30.81666667,25.15,,
Physical Activity - Behavior,Education,North Dakota,College graduate,,,,,34.94166667,14.35,,
Physical Activity - Behavior,Education,North Dakota,High school graduate,,,,,25.65833333,31.7,,
Physical Activity - Behavior,Education,North Dakota,Less than high school,,,,,24.14166667,39.73333333,,
Physical Activity - Behavior,Education,North Dakota,Some college or technical school,,,,,29.6,23.25,,
Physical Activity - Behavior,Age (years),North Dakota,,,,,,29.47916667,24.44166667,,
Physical Activity - Behavior,Gender,North Dakota,,,Female,,,29.325,24.41666667,,
Physical Activity - Behavior,Gender,North Dakota,,,Male,,,29.45833333,25.2,,
Physical Activity - Behavior,Income,North Dakota,,"$15,000 - $24,999",,,,25.96666667,32.86666667,,
Physical Activity - Behavior,Income,North Dakota,,"$25,000 - $34,999",,,,26.20833333,29.4,,
Physical Activity - Behavior,Income,North Dakota,,"$35,000 - $49,999",,,,27.325,25.33333333,,
Physical Activity - Behavior,Income,North Dakota,,"$50,000 - $74,999",,,,29.99166667,23.01666667,,
Physical Activity - Behavior,Income,North Dakota,,"$75,000 or greater",,,,33.8,17.33333333,,
Physical Activity - Behavior,Income,North Dakota,,"Less than $15,000",,,,27.75,33.51666667,,
Physical Activity - Behavior,Race/Ethnicity,North Dakota,,,,,,31.32777778,25.70952381,,
Physical Activity - Behavior,Total,North Dakota,,,,,,29.40833333,24.8,,
Physical Activity - Behavior,Education,Ohio,College graduate,,,,,38.68333333,13.93333333,,
Physical Activity - Behavior,Education,Ohio,High school graduate,,,,,30.16666667,32.25,,
Physical Activity - Behavior,Education,Ohio,Less than high school,,,,,26.00833333,42.63333333,,
Physical Activity - Behavior,Education,Ohio,Some college or technical school,,,,,34.66666667,22.96666667,,
Physical Activity - Behavior,Age (years),Ohio,,,,,,33.57222222,25.54722222,,
Physical Activity - Behavior,Gender,Ohio,,,Female,,,30.34166667,28,,
Physical Activity - Behavior,Gender,Ohio,,,Male,,,35.86666667,24.78333333,,
Physical Activity - Behavior,Income,Ohio,,"$15,000 - $24,999",,,,28.99166667,35.86666667,,
Physical Activity - Behavior,Income,Ohio,,"$25,000 - $34,999",,,,30.06666667,30.93333333,,
Physical Activity - Behavior,Income,Ohio,,"$35,000 - $49,999",,,,32.73333333,25.96666667,,
Physical Activity - Behavior,Income,Ohio,,"$50,000 - $74,999",,,,35.20833333,20.53333333,,
Physical Activity - Behavior,Income,Ohio,,"$75,000 or greater",,,,39.30833333,14.86666667,,
Physical Activity - Behavior,Income,Ohio,,"Less than $15,000",,,,26.08333333,39.2,,
Physical Activity - Behavior,Race/Ethnicity,Ohio,,,,,,32.45131579,28.10769231,,
Physical Activity - Behavior,Total,Ohio,,,,,,33.025,26.45,,
Physical Activity - Behavior,Education,Oklahoma,College graduate,,,,,35.39166667,18.28333333,,
Physical Activity - Behavior,Education,Oklahoma,High school graduate,,,,,25.53333333,36.15,,
Physical Activity - Behavior,Education,Oklahoma,Less than high school,,,,,22.25,42.3,,
Physical Activity - Behavior,Education,Oklahoma,Some college or technical school,,,,,29.525,27.3,,
Physical Activity - Behavior,Age (years),Oklahoma,,,,,,28.79583333,29.825,,
Physical Activity - Behavior,Gender,Oklahoma,,,Female,,,26.41666667,31.6,,
Physical Activity - Behavior,Gender,Oklahoma,,,Male,,,30.53333333,29.16666667,,
Physical Activity - Behavior,Income,Oklahoma,,"$15,000 - $24,999",,,,24.31666667,37.33333333,,
Physical Activity - Behavior,Income,Oklahoma,,"$25,000 - $34,999",,,,27.8,32.98333333,,
Physical Activity - Behavior,Income,Oklahoma,,"$35,000 - $49,999",,,,27.36666667,29.91666667,,
Physical Activity - Behavior,Income,Oklahoma,,"$50,000 - $74,999",,,,31.13333333,25.73333333,,
Physical Activity - Behavior,Income,Oklahoma,,"$75,000 or greater",,,,35.40833333,18,,
Physical Activity - Behavior,Income,Oklahoma,,"Less than $15,000",,,,23.15,41.46666667,,
Physical Activity - Behavior,Race/Ethnicity,Oklahoma,,,,,,28.55588235,30.18,,
Physical Activity - Behavior,Total,Oklahoma,,,,,,28.43333333,30.41666667,,
Physical Activity - Behavior,Education,Oregon,College graduate,,,,,45.68333333,8.65,,
Physical Activity - Behavior,Education,Oregon,High school graduate,,,,,35.99166667,22.65,,
Physical Activity - Behavior,Education,Oregon,Less than high school,,,,,30.11666667,33,,
Physical Activity - Behavior,Education,Oregon,Some college or technical school,,,,,39.55833333,16.7,,
Physical Activity - Behavior,Age (years),Oregon,,,,,,39.77083333,17.37222222,,
Physical Activity - Behavior,Gender,Oregon,,,Female,,,38.98333333,17.65,,
Physical Activity - Behavior,Gender,Oregon,,,Male,,,39.825,18.03333333,,
Physical Activity - Behavior,Income,Oregon,,"$15,000 - $24,999",,,,34.29166667,25.08333333,,
Physical Activity - Behavior,Income,Oregon,,"$25,000 - $34,999",,,,36.36666667,21.28333333,,
Physical Activity - Behavior,Income,Oregon,,"$35,000 - $49,999",,,,40.05833333,18.35,,
Physical Activity - Behavior,Income,Oregon,,"$50,000 - $74,999",,,,40.78333333,14.1,,
Physical Activity - Behavior,Income,Oregon,,"$75,000 or greater",,,,46.31666667,8.5,,
Physical Activity - Behavior,Income,Oregon,,"Less than $15,000",,,,33.24166667,28.51666667,,
Physical Activity - Behavior,Race/Ethnicity,Oregon,,,,,,39.63956044,19.00740741,,
Physical Activity - Behavior,Total,Oregon,,,,,,39.38333333,17.85,,
Physical Activity - Behavior,Education,Pennsylvania,College graduate,,,,,39.18333333,12.28333333,,
Physical Activity - Behavior,Education,Pennsylvania,High school graduate,,,,,28.575,31.23333333,,
Physical Activity - Behavior,Education,Pennsylvania,Less than high school,,,,,23.325,39.01666667,,
Physical Activity - Behavior,Education,Pennsylvania,Some college or technical school,,,,,32.525,22.33333333,,
Physical Activity - Behavior,Age (years),Pennsylvania,,,,,,32.12777778,24.02222222,,
Physical Activity - Behavior,Gender,Pennsylvania,,,Female,,,29.05,26.8,,
Physical Activity - Behavior,Gender,Pennsylvania,,,Male,,,34.54166667,23.06666667,,
Physical Activity - Behavior,Income,Pennsylvania,,"$15,000 - $24,999",,,,27.56666667,34.08333333,,
Physical Activity - Behavior,Income,Pennsylvania,,"$25,000 - $34,999",,,,27.3,30.68333333,,
Physical Activity - Behavior,Income,Pennsylvania,,"$35,000 - $49,999",,,,31.96666667,25,,
Physical Activity - Behavior,Income,Pennsylvania,,"$50,000 - $74,999",,,,31.425,22.66666667,,
Physical Activity - Behavior,Income,Pennsylvania,,"$75,000 or greater",,,,38.05833333,14.08333333,,
Physical Activity - Behavior,Income,Pennsylvania,,"Less than $15,000",,,,25.60833333,37.5,,
Physical Activity - Behavior,Race/Ethnicity,Pennsylvania,,,,,,30.01833333,26.79677419,,
Physical Activity - Behavior,Total,Pennsylvania,,,,,,31.725,25,,
Physical Activity - Behavior,Education,Puerto Rico,College graduate,,,,,23.175,33.36666667,,
Physical Activity - Behavior,Education,Puerto Rico,High school graduate,,,,,15.9,45.76666667,,
Physical Activity - Behavior,Education,Puerto Rico,Less than high school,,,,,11.575,54.56666667,,
Physical Activity - Behavior,Education,Puerto Rico,Some college or technical school,,,,,20.925,38.53333333,,
Physical Activity - Behavior,Age (years),Puerto Rico,,,,,,18.075,42.72777778,,
Physical Activity - Behavior,Gender,Puerto Rico,,,Female,,,14.825,49.03333333,,
Physical Activity - Behavior,Gender,Puerto Rico,,,Male,,,20.75,37.16666667,,
Physical Activity - Behavior,Income,Puerto Rico,,"$15,000 - $24,999",,,,18,41.6,,
Physical Activity - Behavior,Income,Puerto Rico,,"$25,000 - $34,999",,,,24.625,36.26666667,,
Physical Activity - Behavior,Income,Puerto Rico,,"$35,000 - $49,999",,,,25.175,29.76666667,,
Physical Activity - Behavior,Income,Puerto Rico,,"$50,000 - $74,999",,,,25.825,30.33333333,,
Physical Activity - Behavior,Income,Puerto Rico,,"$75,000 or greater",,,,29.825,22.8,,
Physical Activity - Behavior,Income,Puerto Rico,,"Less than $15,000",,,,13.85,49,,
Physical Activity - Behavior,Race/Ethnicity,Puerto Rico,,,,,,17.55,43.4,,
Physical Activity - Behavior,Total,Puerto Rico,,,,,,17.575,43.46666667,,
